mood,stress,sleep,work_hours,had_meeting_today,meeting_count_last_7d,screen_time_last_7d,mean_mood_last_7d,mean_stress_last_7d,mean_sleep_last_7d,mean_work_hours_last_7d,burnout_level
5,2,10,6,1,5,1528,2.53893030602978,4.996197992414579,6.6088484531103475,1.78359858693462,0
1,4,9,10,1,8,3037,2.7439807222823434,1.8813095737503303,5.763503079140912,5.47390489343787,0
1,1,7,4,1,2,3649,3.3761978622672446,1.4128665955159985,11.40230555834524,5.908291134353876,0
1,2,11,8,1,11,2676,3.3586139806061905,3.3401406748746476,10.943733136017048,0.4395563711858328,0
1,3,9,2,1,2,1656,1.269507486087703,2.9541698657610285,7.997465842263233,2.348952354577984,0
4,4,7,0,0,5,1165,4.326163145350662,3.0967850842532294,4.490750995870944,9.920909142910277,0
3,1,5,3,0,8,1848,1.7093062128957577,3.6677416702288683,9.71649876874525,9.969208663137128,0
3,5,7,8,1,6,1495,3.8922865441986754,2.0685762794825973,8.987293850690117,3.5089810066109757,1
1,3,8,3,0,13,1589,4.090683952512666,4.642659981535553,11.764437365827966,10.498766815175115,0
3,2,8,1,1,12,1428,3.8595981363652547,2.7426882644891615,8.471625922163016,9.261395268820173,0
3,2,8,9,1,2,3821,3.3159105862165807,1.5163447805698471,6.691149787223275,5.014889805544913,0
1,3,10,4,0,2,1162,1.0584359884355314,3.969195026935777,8.152173548628447,8.980876132860454,0
3,2,10,2,1,1,3413,2.4415019694526827,3.572417410471401,11.83410633123613,11.536015574337675,0
5,4,4,11,1,8,2262,3.4193577174503247,2.2629736099361484,9.570899460264243,5.507636616784186,1
2,1,10,8,0,12,1071,2.5498051836901547,3.486074896136194,9.375809103416408,2.8611261474418037,0
2,4,11,3,0,14,1654,4.453919579651252,1.8794478254759075,5.925452717807083,11.30179800060187,0
1,2,5,5,1,2,1268,2.2352091013984614,2.779357437362118,9.94882014048494,7.2449314627590775,0
4,5,9,1,0,10,2776,2.1741391698346417,4.597650088669301,10.002174635774175,1.2631819497651033,0
1,1,9,5,0,4,3462,2.063990772370632,1.5341369326429977,6.5383118702072425,6.872193790280273,0
4,1,4,2,1,13,2268,2.331123475843182,2.546785799949848,7.8697106591257056,6.006970673379584,0
2,3,10,11,0,13,2015,3.2296198572567487,4.2845696988813895,6.356826663523648,10.26706672890676,0
1,3,11,11,0,8,3722,3.828061177090363,4.877963597624713,6.0696405625942935,6.368342277162256,0
5,5,7,8,1,7,2083,3.6502716709551404,2.8157045456871836,4.207168561995881,3.0627892121314013,1
3,1,4,10,0,1,1005,4.2308712799259185,3.0279984805733897,6.281693957226657,8.107728766378662,1
4,5,11,1,0,2,1981,4.5436559819896996,3.288687847135079,8.431759599026199,6.510905430426962,0
3,3,7,11,1,1,3617,4.264316169373405,4.729392566534843,4.012809500392231,2.7965355392024693,1
3,3,11,11,1,7,1406,1.0757816134974183,4.432827163908119,6.265752670477339,6.8835342953148935,0
1,1,7,8,1,5,2953,3.943671814207955,1.6824044984865774,11.051282658586,9.858426934676233,0
3,4,6,4,0,5,3073,1.8335982944733265,2.7470312713883,8.749188680858886,0.34285101268812523,0
5,2,11,7,1,11,1985,1.5317121708319306,2.856001712785705,8.862902592647844,7.57021246374134,0
3,3,9,1,1,14,1389,3.553955139196542,4.156384446595027,7.226914440210826,4.195022349412705,0
1,3,8,5,0,8,1709,2.2789727816307797,3.411571530421741,9.411777147939288,3.51205734911309,0
5,4,10,2,1,7,3618,1.228468653481773,3.616881848116052,5.519462129842873,4.711053004333335,0
2,4,7,11,1,3,2471,1.5505189375934454,4.9927996306624705,10.549974483073534,4.1042719709757804,1
3,5,6,11,1,14,1753,1.0037176674798443,1.2998401738800522,4.9335129594871985,9.986869280501299,1
1,5,11,9,1,11,3193,4.61289450937883,1.892039294134932,9.248010837224875,3.2975737292148066,0
2,2,9,4,0,3,2411,1.0984719353649544,2.6315837494861873,6.729194606557464,8.797836277279025,0
2,2,8,11,1,8,3832,1.8378230780380442,2.3911296121955488,9.980103764659814,1.1287178427430646,0
4,1,7,7,1,0,2272,2.6650511227516294,1.0865822453879344,8.39811641012816,11.416756469812986,0
5,5,11,9,0,12,1525,2.4262853038032763,1.3671104258847033,7.61882430782973,7.4677996469826216,0
3,3,11,0,1,1,2485,4.646903507651103,3.7238131656143048,5.355379216745976,8.480622924534721,0
1,5,7,4,0,1,3060,1.1611557829381685,4.517297853450243,9.094571714274823,3.576471985133412,0
4,3,4,2,0,12,3950,3.0488588307082063,3.0569080450639103,11.798158747363304,4.945158824497375,0
5,4,4,3,0,12,3431,3.721917850097496,3.156764318054532,10.60482739925612,2.685340635251715,0
4,5,9,1,1,5,1555,4.726791894724675,2.0203737313295176,4.480065540712094,11.190433029626687,0
5,4,8,8,0,14,3934,3.481485008494884,4.0715054545348455,7.009835026889529,5.857253365216533,0
5,2,7,2,0,3,1018,4.215020944047051,4.007178349469026,11.404664073522174,7.56537738789588,0
3,2,9,1,0,12,1574,1.3348997513813936,3.3534627568706266,8.024349980456172,8.811264366368585,0
5,1,9,9,1,10,3798,2.5437580437477094,1.8506571460453713,9.296894606465433,4.4532730931944675,0
4,5,5,10,1,9,2003,2.49578853791627,1.3880728729483578,11.300794764731123,8.641219854469695,1
5,4,11,8,1,12,3466,4.545152865822871,1.2569543034285036,10.990357523359044,8.111909877076082,0
3,3,10,6,1,2,3466,1.6054846850530997,3.370784266571511,8.014563004324089,8.467912006487358,0
3,2,11,5,1,2,2938,1.607544689346521,4.3001412765712,7.501170421260817,5.870758802455354,0
4,2,4,0,1,2,2939,2.314232599543194,4.433321727123699,6.717540947836697,4.595248587499405,0
2,3,8,4,1,5,2635,1.2178641894673503,2.8544882973737993,9.752155545303129,2.664986258507878,0
2,4,11,11,0,13,2698,1.7298321626099602,4.137085197226868,6.295894395772346,9.895516233610715,0
5,4,7,10,0,7,3169,4.860838554182941,4.787520785364094,5.999100851447201,7.300200558380144,1
1,5,9,10,0,10,1431,2.7127357594686914,2.100680449952272,6.849999156830241,5.33222635316994,1
5,5,7,2,0,6,3091,3.5280768336897457,2.5918413855230287,5.417720455030336,11.327950880527336,0
4,1,5,0,1,13,2895,3.9044450373785478,4.725915970386723,9.56095852756614,0.5740657500844657,0
4,2,8,3,0,3,2943,2.467845628028802,2.3529238692691394,8.929925194644898,10.202063342460571,0
4,5,9,1,0,10,2340,1.5889082976420679,4.655505161287185,7.863028272926749,11.97099111535167,0
4,4,7,1,0,11,3428,1.8263240648871233,4.924179449017863,7.122606234092437,10.643305330594409,0
4,3,4,2,0,3,1144,2.2530659063224414,3.6472429142976988,11.272500343173853,9.725239027387502,0
3,4,10,7,1,10,3410,3.5442736814089026,4.267561158016673,4.232990279912842,4.491671920875896,0
2,2,5,7,1,9,2073,2.5931221963562177,3.998182256884341,10.152861948058394,2.775770187147522,0
4,4,8,11,1,14,2088,1.0272587916005125,3.798137030462095,11.21527657399111,8.818206245995214,1
1,1,5,6,0,10,3402,3.0936287402698874,2.2277242919249303,7.570836635439408,3.654904395462821,0
1,2,4,5,1,10,1799,4.6860535676296715,1.2283773516317749,8.405523931765174,2.112476185859648,0
1,3,8,8,0,13,3873,4.248310444034717,2.3722069300786024,11.555709503056303,9.438310645243096,0
1,1,5,3,1,10,2151,4.300845485038524,3.6677439408156265,5.698220122284115,3.7505238268406664,0
3,2,6,11,1,1,3445,4.180232070424525,1.4101167929112055,8.161078782277478,10.973300753848061,0
1,3,4,0,1,13,2956,2.2949233024416946,1.0476719319129684,7.797769017025703,10.087591737829502,0
4,1,4,7,1,0,3927,4.060775335017568,1.5587694904117546,6.067141182962961,10.171683954111062,0
5,1,4,6,1,8,1462,1.572645431244772,3.8629437056431812,10.548745842984864,9.258836712669915,0
1,2,6,6,0,11,2774,3.630864589103814,4.891174806625775,11.196804758105888,10.57057708529684,0
3,5,6,2,1,14,3045,3.5662742667399776,4.932258798459282,10.25546063830567,9.668962706137442,0
3,1,7,3,0,11,1807,1.1022791963589387,2.9759165965607517,5.562871686788867,7.230136362896744,0
1,1,9,9,0,1,1186,4.151880534363727,4.47740920396939,4.6939890840110525,3.549872622982358,0
5,3,10,8,0,12,2743,4.612992420380522,3.9473058230060163,8.84355588244274,10.658510318569789,0
1,4,5,5,0,7,1731,2.0696611138884307,3.0041609479384137,4.4567580840790715,10.087243473278303,1
3,2,7,4,0,14,2935,4.249562896744603,3.291042131820347,9.382607108464674,5.67455186652654,0
2,2,5,2,1,8,2213,1.3296238874477928,1.5489085864674843,8.243393762617941,0.46894423202346225,0
4,5,10,8,1,3,2411,3.399871433044264,4.750645842466368,9.302285861949308,7.662524728822961,0
3,5,9,4,1,7,1428,2.9425874613371086,2.407719082927107,8.721366189197951,0.6071622441189808,0
1,2,6,4,1,8,3905,3.183694133236,2.784597025828678,7.381620556217382,11.115359542180887,0
4,5,9,3,0,9,2307,4.704820807537381,3.686640923991595,5.607017441121826,11.539575079503685,0
1,3,6,3,1,9,3284,4.485260988987414,2.335609886106216,6.445617086483908,2.2738817507952507,0
1,2,10,11,1,4,2217,4.140334628959028,2.017036643955722,8.196004593751812,8.11667253665892,0
2,5,9,0,0,12,2310,2.094793830713484,3.5241975730808823,9.214944749180848,1.1072280547531532,0
4,2,7,6,0,13,1770,4.647274514744367,1.0999363291273978,10.235864135076227,8.754203142877465,0
4,4,8,8,1,6,1757,1.390030769855501,3.8829004481067155,10.137365747592487,4.1674519938320955,0
2,1,7,2,1,9,1135,4.413316866235151,3.056093479506039,11.781509946088683,8.172601340765343,0
3,2,5,11,0,3,1791,2.312640289414431,3.4230149220837376,6.2867315893072755,4.474518110426134,1
1,1,7,1,1,0,1170,1.2150892466479335,3.5275206369875405,4.568885665707494,1.746810117998829,0
5,5,10,2,1,2,3206,3.677427936962993,3.108200625970255,6.765255484334874,4.873319766030694,0
1,1,4,0,1,4,3248,1.9251197132638218,3.330135109762944,9.946355801792613,1.3520823196174803,0
1,2,5,5,1,2,2580,1.9742845034585277,3.7351528035594983,7.5048932082663615,6.92259929972335,0
3,4,9,10,0,11,1961,2.224188664915086,4.012475388718697,10.542307444715355,0.4914183857937573,0
1,5,5,10,0,12,3630,1.254739070010067,3.909809565144482,8.39461092148812,6.327836155198316,1
2,2,8,6,0,10,1875,1.7085085767930162,4.478465830929046,11.438333781044024,10.63642376514649,0
2,5,6,10,1,6,3418,1.0205585103422412,1.757773732669611,11.58290753599255,10.054479241432354,1
4,3,9,10,1,11,1102,2.781638084423147,2.60459187796719,4.55443604814999,10.593380395517961,0
5,1,11,1,1,8,2001,1.3370215096718852,4.791184264057828,7.6513075176993945,11.064585625525288,0
1,3,5,7,1,14,2148,3.730610420176796,2.586362297545319,8.877512489996544,1.2543346545083307,0
1,2,9,5,1,11,3845,1.9424914047665935,1.4994803076236907,6.046980326497702,1.5449664345085568,0
3,4,9,3,0,5,2481,4.774296576140708,3.101780505448718,7.256614235031842,6.684081675757543,0
2,5,9,4,1,12,1657,4.48500650959461,1.4379638902178487,9.421452328941587,10.72767202109315,0
5,1,6,7,1,9,3929,2.157763579872833,1.8114129549114608,5.813873815186891,11.692193478288369,0
4,5,11,2,0,0,2220,4.132861818626715,4.993275026283827,8.81585082379562,0.5551430080799995,0
2,2,10,2,1,6,3780,4.212979618659225,3.165450553584528,9.579582625314448,4.269289010407922,0
4,5,7,10,0,14,1422,4.946252456457642,2.136233556161716,4.723970488766934,2.5547310559199214,1
3,1,9,3,0,2,3619,3.39135994738274,4.979099818295625,7.980234528219622,9.071590187174976,0
3,2,4,0,0,4,1170,1.3278629385746488,4.866235674220572,6.104640239393526,7.682326422444383,0
1,5,10,8,0,9,3220,3.587348915705524,2.762956164337054,9.795090847984357,1.438656377806145,0
5,4,8,7,0,3,3710,3.499918993504141,2.0416124351516336,5.516444068295524,5.8022648083796575,0
4,2,6,7,1,9,1452,3.553402309681727,4.35359855236876,11.137903324304851,8.225286268455497,0
2,2,5,9,0,4,3397,2.228582592416846,3.862482867887143,7.447530692146615,9.348064727088452,1
3,4,6,5,0,4,2975,4.438718340321332,3.7477657400140414,5.584024242460428,0.24063251740810232,0
1,3,5,6,1,5,2657,4.837888731821648,4.57245496528989,7.504174370802635,10.685634887806678,0
1,1,6,5,1,13,3541,1.8708500519126061,3.7576685354852986,7.269950102468223,6.831376595406294,0
4,3,5,8,0,9,3667,1.3526086325465778,2.1351917721661966,7.431351675949682,9.742909379518856,1
3,5,9,2,1,11,3966,1.7781401326739363,3.775452647502929,8.684490347979576,9.6952563601714,0
5,4,7,2,1,9,3053,4.282208557022875,2.223254045134656,8.1693897993083,2.2782319232516297,0
3,3,5,2,0,12,1287,3.70657853927939,4.03695591862798,5.198217053447221,1.3220654430435972,0
4,2,11,9,0,12,2641,3.5441893693565065,3.478991417966264,4.5246325811730905,8.65544722768592,0
4,5,5,2,1,10,2447,2.607172540437698,1.3096462079390023,9.835323589812324,1.877123025859429,0
3,5,4,8,0,5,2913,3.311311886045743,3.051341449740568,8.477739487426508,10.199249896856685,1
4,3,5,11,0,7,1607,2.2314965010974697,2.3732038767829637,6.87200614463411,8.714273806345261,1
3,3,4,3,1,7,1456,2.908800317671845,2.314282530929177,10.466862579984591,10.101904372383151,0
2,4,8,6,0,10,2764,4.172252113482624,3.409025209509029,7.104467794087656,3.588152155312153,0
3,1,9,8,0,8,2225,4.924966389821849,2.2892992978776996,10.367720716804861,3.7991767249268285,0
3,3,4,10,0,7,2235,4.729955694359207,4.10757499281949,6.4460490200989975,8.054658676155812,1
4,3,7,11,0,12,2029,4.735463771384995,1.2831657440446977,4.582762380361598,0.37735146070737047,1
4,2,10,6,0,10,3671,2.6088949393884495,3.6415530095833017,11.461117550399432,8.717960956049073,0
1,5,9,8,1,1,3423,2.8751595220271637,4.236779214626965,7.156409034250985,10.029396850255214,0
1,1,4,11,1,13,1446,3.822541585475926,3.6913267596817203,10.341540582795023,4.981963039249248,1
2,2,9,2,0,13,1834,4.688767712205137,2.988916780079983,6.233153065778436,9.178545961061625,0
1,4,11,3,1,11,1810,1.5679770374083386,4.801228054944724,9.170920896989248,2.0953310037871433,0
3,4,9,7,0,9,2424,2.216967455308783,2.1997539591922544,10.986486986061827,3.867124725833816,0
4,3,9,5,0,11,2411,1.556987378376438,1.0766715500999111,4.333152178719843,11.691659557325728,0
1,3,8,4,0,10,1958,3.4480341198378213,2.7279574858537634,10.645086117488713,11.835938082721515,0
1,4,7,3,0,14,2475,2.22520398755015,1.132047743601309,8.57066403977543,6.151260636259056,0
2,3,6,7,0,0,3896,2.304431410050294,4.815747010105635,8.859774031268554,11.211237497566522,0
2,1,6,0,1,9,1808,1.283663837951917,1.839672182992206,8.185264006447861,6.272768136682255,0
3,3,4,8,1,1,1978,2.3991842472303677,4.155708095795518,10.99580082626914,3.4990575379338877,1
4,5,9,0,0,1,3463,4.449986029606341,4.098288332697459,4.3474668578851,3.202791457185262,0
2,3,4,7,1,11,1725,1.9322912475633398,1.870915598731734,6.088227132286785,11.154068464417787,1
1,2,8,3,0,2,3501,3.7807498648402627,3.484906121920669,11.006100310873244,2.0693566676863093,0
4,1,8,8,1,9,2216,3.5185133797543706,1.1923158739458009,10.018765620255648,6.955589498421818,0
4,2,5,10,0,6,3197,4.453938433476461,2.93429834281547,4.141161281428847,6.666300816752635,1
1,2,11,4,1,1,2903,1.529151790604153,1.058588509089947,8.13605026567767,8.87546021583594,0
2,5,8,2,0,13,3806,4.910359841380172,4.684575520723367,8.236581445701399,5.990914890297297,0
1,1,5,8,0,0,1778,3.3305145841614623,4.904344096798287,7.207057081023283,3.2674279284976104,0
4,1,7,10,1,13,1972,4.981896609387258,1.889131066554341,6.379146656495918,2.0327579955789425,0
5,1,4,8,1,5,3810,4.646058903463404,1.8324241383854911,9.453798803298737,7.449825642070701,0
5,1,10,3,0,8,2538,1.8860690884524232,4.014880706248519,5.6623237176380306,8.627889082238797,0
3,1,7,10,1,14,2416,1.2246480396132524,2.013517595317338,10.391588496573648,6.834255344184392,0
1,5,8,3,0,2,3123,2.022556375181446,4.58030623664738,10.424297286139774,8.860215325454337,0
1,3,7,11,1,5,1598,3.1102545959976795,3.295716544491929,7.322091500582564,1.6982544293995216,1
3,2,7,7,1,2,1224,1.68638546826076,2.4031104920412485,6.268384087277181,10.589642339317626,0
3,1,11,1,0,13,2553,1.669838978071954,4.33077498539768,6.271025452725706,6.988746100902037,0
3,3,11,8,1,12,3160,2.8503741884206124,2.9736268016535807,7.858330591969681,1.522127122711166,0
4,3,11,5,1,0,3298,1.1330718846774337,4.646531654833902,9.75663379799487,5.543102450468821,0
1,2,7,8,0,13,1840,1.4875523301290818,4.712056946917524,6.87094952795087,10.137500854390938,0
4,5,8,7,1,12,2814,2.6634453576317902,1.6616806085136373,8.880346763662011,10.770746321437922,0
3,4,10,6,0,11,1713,1.2525196368318658,1.009293624527721,7.059875684660755,3.175794059985138,0
1,4,9,0,0,4,2106,2.5870202258221173,4.9357237605696085,6.436185513211067,8.535189896525438,0
4,3,7,11,0,9,1124,2.8960250637937803,4.624550144509918,4.198876127326353,1.1998229698053202,1
4,2,5,2,0,13,2092,2.8050664562924577,1.2217809428153656,4.031312845883125,0.40255045694589375,0
3,4,8,10,0,12,3931,4.476699429612349,4.33213705576428,5.817661422656036,6.724787445839313,1
1,3,7,1,1,10,2279,3.1202498202069298,2.8312197302368265,7.2512502944079635,8.33793095193751,0
3,5,10,4,0,3,2750,2.8719218499121735,2.035846420099901,10.810089338896482,9.549440774118024,0
1,4,9,4,0,6,1029,2.642836981566665,4.514986094707719,10.387873943443402,4.082594861464016,0
5,3,11,4,1,5,3328,4.270493513217945,1.786668929561229,6.137322100703919,0.07830492514664389,0
2,3,8,3,1,9,3971,4.5802264159993324,4.789199997680267,5.956323543874395,5.754230845336245,0
2,1,6,4,1,6,3017,4.41296987678847,1.8224859507973643,5.8185765685602195,0.19024254448280375,0
2,5,9,2,0,4,3415,3.6941863125255634,3.454732750914974,6.713898724230936,1.1038141280495992,0
3,1,5,11,0,14,1494,1.549446983874697,1.8923453381158994,7.985589756493483,3.9202682703809804,0
5,2,7,0,0,14,2609,2.107479877968049,3.182674659874539,7.509342176252604,5.246064594722126,0
1,1,10,4,1,3,1717,1.1842522547279097,3.7359005196605652,5.74618559025195,3.3536332947557828,0
4,1,6,8,0,6,2016,4.723296299960456,1.7609117232805502,5.043611279548944,6.982383198056494,0
1,4,10,8,1,6,2337,3.6431941187636414,3.083543130802717,4.100622499889563,0.6641974706171423,0
4,3,6,3,0,5,1605,3.985451537252966,2.876238977560476,5.231705909332031,1.7349565228750166,0
1,5,8,2,1,7,1374,2.246286958328916,1.284149685613365,9.642850961552945,8.343100809065202,0
5,1,6,0,0,3,3686,4.382614089109369,4.273231270701212,5.949108554764663,1.7056902431750127,0
4,5,5,1,0,9,2960,2.038413134833914,2.342729602571367,7.7488144809720785,7.67730241884507,0
3,1,5,7,0,4,2048,1.0065750284497987,3.2983287902075182,8.730409191385958,0.6562154490403866,0
1,2,4,0,1,3,2357,2.505659850082776,3.0591369397325376,11.094727222652857,4.8885873494296845,0
1,1,5,7,1,11,1115,3.2830459238362937,3.053042018281769,11.110840787147357,2.1289136414541883,0
4,4,9,6,0,0,3095,2.91481943186209,1.4288895768339498,9.965869869450872,1.315635390422237,0
