mood,stress,sleep,work_hours,had_meeting_today,meeting_count_last_7d,screen_time_last_7d,mean_mood_last_7d,mean_stress_last_7d,mean_sleep_last_7d,mean_work_hours_last_7d,burnout_level
1,10,1,11,0,1,1938,4.487061663302848,6.593668516306437,7.04778524134346,2.8611261474418037,2
10,4,6,11,0,4,1573,8.771319054215319,2.9787576073207918,3.1661343075329684,11.30179800060187,1
6,6,9,8,1,0,2629,3.779220478146538,5.003554234064766,7.692422658045559,7.2449314627590775,0
9,7,7,6,1,5,3187,3.641813132127944,9.094712699505926,7.752446465245946,1.2631819497651033,1
1,9,4,7,0,1,2286,3.3939792378339217,2.2018080984467447,3.8556008539831477,6.872193790280273,1
10,1,1,10,0,3,3406,3.9950278206471594,4.480268049887158,5.353424491516419,6.006970673379584,1
3,6,2,9,0,5,2488,6.016644678827685,8.390281822483125,3.6514299964641044,10.26706672890676,1
7,7,5,10,1,9,147,7.363137648453317,9.725418094655604,3.3283456329185803,6.368342277162256,1
4,3,5,8,0,10,1032,6.963111259649066,5.085335227796163,1.2330646322453664,3.0627892121314013,0
9,8,8,5,0,7,1311,8.269460379833315,5.562996581290127,3.566905701879989,8.107728766378662,1
3,5,6,3,0,11,387,8.973225959476824,6.149547656053928,5.985729548904474,6.510905430426962,0
5,9,8,11,1,7,3121,8.34471138109016,9.391133274703398,1.0144106879412593,2.7965355392024693,1
3,5,2,0,0,10,1873,1.1705086303691912,8.723861118793268,3.548971754287007,6.8835342953148935,1
7,9,3,7,0,5,3588,7.623261581967899,2.535410121594799,8.932692990909251,9.858426934676233,1
5,10,6,6,0,3,915,2.8755961625649844,4.930820360623676,6.3428372659662475,0.34285101268812523,1
9,4,10,1,0,7,1878,2.1963523843718438,5.176003853767837,6.470765416728824,7.57021246374134,0
7,9,3,7,0,12,2685,6.74639906319222,8.10186500483881,4.630278745237179,4.195022349412705,1
2,5,6,11,1,7,3658,3.877688758669254,6.426035943448918,7.0882492914316995,3.51205734911309,1
4,10,6,4,1,9,3748,1.5140544703339893,6.8879841582611165,2.709394896073232,4.711053004333335,1
9,9,2,6,1,13,277,2.238667609585252,9.983799168990558,8.368721293457725,4.1042719709757804,2
2,3,7,3,0,0,1977,1.0083647518296495,1.6746403912301175,2.0502020794230984,9.986869280501299,0
10,4,2,4,1,3,1859,9.129012646102366,3.007088411803597,6.9040121918779835,3.2975737292148066,1
9,9,6,7,1,3,3036,1.2215618545711473,4.671063436343921,4.070343932377147,8.797836277279025,1
10,10,1,0,1,6,3371,2.8851019255855994,4.130041627439985,7.727616735242291,1.1287178427430646,1
5,6,3,0,0,13,1825,4.746365026191166,1.1948100521228522,5.94788096139418,11.416756469812986,0
2,2,2,3,0,13,2636,4.209141933557372,1.8259984582405826,5.0711773463084455,7.4677996469826216,0
4,7,7,2,1,10,1833,9.20553289221498,7.128579622632186,2.524801618839223,8.480622924534721,0
7,2,4,12,1,6,2696,1.362600511610879,8.913920170263046,6.731393178559175,3.576471985133412,1
8,2,8,9,0,12,617,5.609932369093464,5.628043101393798,9.772928590783717,4.945158824497375,0
3,1,6,11,0,10,1630,7.124315162719366,5.852719715622697,8.430430824163135,2.685340635251715,0
1,3,10,1,1,14,2182,9.38528176313052,3.2958408954914145,1.540073733301106,11.190433029626687,0
4,6,4,11,0,7,579,6.58334126911349,7.910887272703402,4.386064405250719,5.857253365216533,1
2,8,5,2,1,10,1170,8.233797124105864,7.766151286305307,9.330247082712447,7.56537738789588,1
8,9,9,10,0,4,489,1.7535244406081356,6.29529120295891,5.527393728013193,8.811264366368585,1
4,7,7,10,1,6,2525,4.473455598432347,2.9139785786020855,6.959006432273613,4.4532730931944675,1
2,4,10,10,1,7,1182,4.365524210311607,1.8731639641338051,9.213394110322515,8.641219854469695,0
6,6,9,0,0,14,383,8.97659394810146,1.5781471827141331,8.864152213778926,8.111909877076082,0
6,5,7,0,1,8,162,2.3623405413694742,6.3342645997859,5.516383379864599,8.467912006487358,0
10,8,1,5,1,2,2488,2.3669755510296726,8.4253178722852,4.938816723918419,5.870758802455354,1
4,1,8,4,1,2,1876,3.957023348972186,8.724973886028323,4.057233566316284,4.595248587499405,0
6,1,4,7,0,3,1212,1.4901944263015383,5.172598669091048,7.47117498846602,2.664986258507878,0
2,6,3,1,0,4,2462,2.6421223658724102,8.058441693760452,3.5828811952438895,9.895516233610715,1
10,10,7,3,0,9,1362,9.686886746911616,9.521921767069212,3.2489884578781014,7.300200558380144,1
2,2,3,7,1,0,1630,4.853655458804555,3.476531012392612,4.206249051434021,5.33222635316994,0
10,5,8,11,0,14,1204,6.688172875801928,4.581643117426815,2.594935511909128,11.327950880527336,1
4,1,6,5,1,14,287,7.535001334101732,9.383310933370126,7.256078343511906,0.5740657500844657,0
8,7,5,0,1,6,1857,4.302652663064804,4.044078705855563,6.54616584397551,10.202063342460571,0
7,1,4,3,0,8,186,2.3250436696946526,9.224886612896167,5.345906807042592,11.97099111535167,0
9,4,8,0,0,7,1907,2.8592291459960273,9.829403760290191,4.512932013353992,10.643305330594409,0
8,9,8,12,1,14,1161,3.819398289225493,6.956296557169822,9.181562886070584,9.725239027387502,1
5,1,1,1,1,14,129,6.724615783170031,8.352012605537514,1.2621140649019476,4.491671920875896,0
2,4,9,4,0,4,2241,4.58452494180149,7.745910077989767,7.9219696915656925,2.775770187147522,0
5,6,5,7,0,13,2363,1.0613322811011532,7.295808318539714,9.117186145739998,8.818206245995214,1
8,6,4,7,0,13,3856,5.710664665607247,3.762379656831093,5.017191214869333,3.654904395462821,1
10,8,6,10,1,3,1887,9.29362052716676,1.5138490411714933,5.956214423235821,2.112476185859648,1
9,1,6,2,1,11,143,8.308698499078112,4.087465592676855,9.500173190938341,9.438310645243096,0
9,7,2,10,1,6,15,8.42690234133668,7.0024238668351595,2.91049763756963,3.7505238268406664,1
1,1,8,12,1,4,3373,8.155522158455181,1.9227627840502124,5.681213630062164,10.973300753848061,0
9,7,7,3,1,6,2470,3.913577430493813,1.1072618468041788,5.272490144153916,10.087591737829502,0
7,3,1,9,0,11,244,7.886744503789528,2.257231353426448,3.3255338308333307,10.171683954111062,1
9,8,5,10,0,0,926,2.288452220300737,7.441623337697158,8.367339073357972,9.258836712669915,1
8,3,6,5,1,0,3178,6.919445325483582,9.755143314907995,9.096405352869123,10.57057708529684,0
1,1,4,10,1,9,3159,6.77411710016495,9.847582296533384,8.037393218093879,9.668962706137442,1
8,8,2,10,0,13,2176,1.2301281918076121,5.445812342261691,2.7582306476374754,7.230136362896744,2
8,3,4,9,0,12,906,8.091731202318385,8.824170708931128,1.780737719512434,3.549872622982358,1
3,2,1,2,0,2,886,9.129232945856176,7.631438101763536,6.449000367748081,10.658510318569789,0
1,1,7,1,0,13,340,3.406737506248969,5.509362132861431,1.5138528445889554,10.087243473278303,0
8,3,2,5,1,10,2051,8.311516517675358,6.154844796595781,7.055432997022758,5.67455186652654,1
3,2,2,10,0,1,3398,1.741653746757534,2.2350443195518395,5.773817982945184,0.46894423202346225,1
3,2,9,12,1,1,1433,6.399710724349594,9.438953145549329,6.965071594692972,7.662524728822961,0
1,6,5,4,0,6,3950,5.370821788008494,4.1673679365859915,6.311536962847696,0.6071622441189808,1
5,1,2,9,0,11,305,5.913311799781,5.0153433081145256,4.8043231257445544,11.115359542180887,1
10,2,9,4,0,9,907,9.335846816959105,7.044942078981089,2.8078946212620544,11.539575079503685,0
7,6,9,9,1,1,2654,8.841837225221681,4.0051222437389855,3.7513192222943967,2.2738817507952507,0
10,3,1,12,1,10,3792,8.065752915157812,3.2883324489003747,5.720505167970788,8.11667253665892,1
9,4,3,4,0,3,3296,3.463286119105339,6.6794445394319855,6.866812842828453,1.1072280547531532,1
7,1,4,9,1,1,1371,9.206367658174825,1.224856740536645,8.015347151960757,8.754203142877465,0
9,8,7,11,1,5,3039,1.8775692321748774,7.48652600824011,7.904536466041547,4.1674519938320955,1
8,7,10,4,0,7,320,8.67996294902909,5.626210328888588,9.754198689349767,8.172601340765343,0
2,7,4,2,0,9,558,3.9534406511824702,6.45178357468841,3.572573037970685,4.474518110426134,1
1,3,2,6,1,3,1204,1.4839508049578503,6.686921433221966,1.6399963739209311,1.746810117998829,1
7,10,7,5,1,14,2665,7.0242128581667345,5.7434514084330734,4.110912419876733,4.873319766030694,1
7,10,6,3,1,4,2758,3.081519354843599,6.242803996966623,7.68965027701669,1.3520823196174803,1
8,3,3,1,0,3,1409,3.192140132781687,7.154093808008871,4.9430048592996565,6.92259929972335,0
5,2,6,11,0,2,1641,3.7544244960589435,7.778069624617068,8.360095875304776,0.4914183857937573,0
3,1,6,8,1,4,3863,1.5731629075226505,7.547071521575084,5.943937286674135,6.327836155198316,0
8,7,5,0,0,13,3843,2.594144297784286,8.826548119590356,9.368125503674527,10.63642376514649,1
6,7,4,12,0,8,1131,1.0462566482700426,2.7049908985066247,9.530770977991619,10.054479241432354,1
3,2,10,12,1,7,2578,5.008685689952081,4.610331725426178,1.6237405541687384,10.593380395517961,0
1,7,1,10,1,7,2457,1.7582983967617416,9.530164594130113,5.107720957411819,11.064585625525288,2
3,8,10,3,0,7,3367,7.143873445397791,4.569315169476967,6.4872015512461125,1.2543346545083307,0
5,1,6,0,0,11,817,3.1206056607248356,2.123830692153304,3.302852867309915,1.5449664345085568,0
3,9,2,12,1,7,1194,9.492167296316595,5.729006137259616,4.663691014410822,6.684081675757543,2
1,7,3,5,0,6,3402,8.841264646587874,1.9854187529901595,7.099133870059284,10.72767202109315,1
5,3,8,3,0,7,2540,3.6049680547138743,2.825679148550787,3.040608042085253,11.692193478288369,0
10,8,10,4,1,10,3266,8.048939091910109,9.98486880913861,6.417832176770072,0.5551430080799995,0
7,7,6,4,1,13,11,8.229204141983256,5.872263745565188,7.277030453478755,4.269289010407922,1
7,8,3,8,0,7,194,9.879068027029694,3.5565255013638613,1.8144667998628008,2.5547310559199214,1
9,6,7,0,0,12,2537,6.380559881611164,9.952974591165155,5.477763844247075,9.071590187174976,0
10,9,4,12,0,13,2842,1.7376916117929597,9.699030266996289,3.367720269317717,7.682326422444383,2
10,5,9,1,1,7,2928,6.821535060337428,4.966651369758372,7.519477203982401,1.438656377806145,0
3,3,5,12,0,11,2229,6.624817735384317,3.343627979091176,2.7059995768324643,5.8022648083796575,1
7,3,3,5,0,9,3009,6.745155196783886,8.545596742829709,9.030141239842958,8.225286268455497,1
1,1,2,4,1,6,3888,3.7643108329379036,7.4405864527460714,4.878472028664942,9.348064727088452,0
4,8,2,10,1,11,655,8.737116265722996,7.182472915031593,2.782027272767982,0.24063251740810232,2
4,2,3,6,0,0,1921,9.635249646598707,9.038023671902254,4.942196167152964,10.685634887806678,1
5,3,2,2,1,3,3387,2.959412616803364,7.2047542048419215,4.678693865276751,6.831376595406294,0
7,8,4,2,1,12,2741,1.7933694232298,3.5541814873739423,4.860270635443392,9.742909379518856,1
7,8,2,9,0,12,2077,2.7508152985163568,7.244768456881591,6.270051641477022,9.6952563601714,2
4,4,10,1,1,3,1619,8.38496925330147,3.7523216015529757,5.6905635242218375,2.2782319232516297,0
7,4,9,12,1,4,3749,7.089801713378628,7.833150816912956,2.3479941851281243,1.3220654430435972,1
3,5,2,2,0,9,3867,6.7244260810521395,6.577730690424094,1.5902116538197268,8.65544722768592,1
6,6,9,9,1,5,3864,4.6161382159848205,1.6967039678627551,7.564739038538865,1.877123025859429,0
2,5,6,0,0,3,1119,6.200451743602922,5.615518261916279,6.037456923354821,10.199249896856685,0
10,7,1,4,0,14,3452,3.7708671274693066,4.089708722761668,4.231006912713374,8.714273806345261,1
9,2,4,11,1,1,777,5.294800714761651,3.957135694590648,8.275220402482665,10.101904372383151,1
5,7,1,4,1,5,443,8.137567255335902,6.420306721395315,4.4925262683486125,3.588152155312153,1
6,10,6,11,1,14,297,9.83117437709916,3.900923420224824,8.163685806405468,3.7991767249268285,1
4,7,4,10,0,7,807,9.392400312308217,7.992043733843854,3.751805147611372,8.054658676155812,1
10,1,3,6,1,14,1760,9.404793485616239,1.63712292410057,1.6556076779067976,0.37735146070737047,0
7,7,3,3,0,7,844,4.620013613624011,6.943494271562429,9.393757244199362,8.717960956049073,1
9,5,9,2,1,6,1015,5.219108924561119,8.282753232910672,4.550960163532358,10.029396850255214,0
7,3,6,0,1,5,1384,7.3507185673208335,7.055485209283871,8.1342331556444,4.981963039249248,0
1,3,9,11,1,1,1397,9.299727352461558,5.4750627551799615,3.51229719900074,9.178545961061625,0
1,4,5,7,0,14,553,2.277948334168762,9.552763123625631,6.8172860091129035,2.0953310037871433,1
9,2,2,12,1,6,2350,3.738176774444762,3.699446408182572,8.859797859319555,3.867124725833816,1
9,2,8,2,1,10,420,2.2532216013469855,1.1725109877248001,1.374796201059823,11.691659557325728,0
4,1,5,12,0,11,1269,6.508076769635098,4.887904343170968,8.475721882174803,11.835938082721515,0
9,5,2,1,0,13,3791,3.756708971987838,1.2971074231029451,6.141997044747358,6.151260636259056,0
3,4,4,10,1,13,1260,3.934970672613161,9.585430772737679,6.4672457851771235,11.211237497566522,1
7,10,9,3,1,4,3605,1.638243635391813,2.8892624117324637,5.708422007253843,6.272768136682255,1
6,2,4,2,1,5,184,4.148164556268327,8.100343215539915,8.870275929552783,3.4990575379338877,0
8,3,4,12,0,9,467,8.762468566614269,7.971148748569284,1.390900215120737,3.202791457185262,1
9,7,2,0,0,7,2801,3.0976553070175146,2.959560097146402,3.349255523822633,11.154068464417787,1
5,7,6,2,0,13,2410,7.256687195890591,6.591038774321506,8.881862849732398,2.0693566676863093,1
1,4,2,11,0,7,1306,6.666655104447334,1.432710716378052,7.771111322787604,6.955589498421818,1
3,5,7,1,1,2,1576,8.771361475322038,5.352171271334807,1.1588064416074526,6.666300816752635,0
10,5,3,7,0,11,335,2.1905915288593443,1.1318241454523807,5.653056548887378,8.87546021583594,1
8,6,3,5,0,11,2209,9.798309643105389,9.290294921627577,5.766154126414073,5.990914890297297,1
6,9,5,8,0,13,3231,6.24365781436329,9.784774217796144,4.607939216151193,3.2674279284976104,1
8,2,3,7,1,6,1497,9.95926737112133,3.0005448997472675,3.6765399885579075,2.0327579955789425,0
9,5,2,9,1,0,3672,9.203632532792657,2.872954311367355,7.135523653711079,7.449825642070701,1
4,3,10,2,0,0,3393,2.993655449017952,7.783481589059167,2.8701141823427845,8.627889082238797,0
1,4,9,4,0,6,2059,1.505458089129818,3.2804145894640104,8.190537058645354,6.834255344184392,0
1,10,2,6,1,14,1447,3.300751844158254,9.055689032456606,8.227334446907246,8.860215325454337,2
10,6,2,4,1,14,3144,5.748072840994779,6.16536222510684,4.737352938155385,1.6982544293995216,1
4,8,8,7,1,9,587,2.54436730358671,4.1569986070928096,3.5519320981868288,10.589642339317626,1
7,1,9,11,1,8,1881,2.5071377006618967,8.49424371714478,3.554903634316419,6.988746100902037,0
2,10,7,4,1,6,200,5.163341923946378,5.4406603037205565,5.340621915965891,1.522127122711166,1
3,8,3,0,1,9,521,1.2994117405242258,9.20469622337628,7.476213022744229,5.543102450468821,1
1,7,9,4,1,4,1887,2.0969927427904342,9.352128130564429,4.229818218944729,10.137500854390938,0
5,1,3,3,1,7,2552,4.742752054671528,2.488781369155684,6.4903901091197636,10.770746321437922,0
1,2,5,5,0,1,3809,1.5681691828716982,1.0209106551873726,4.442360145243349,3.175794059985138,0
8,3,9,2,0,8,1711,4.5707955080997635,9.85537846128162,3.7407087023624497,8.535189896525438,0
1,1,3,10,0,5,787,5.266056393536005,9.155237825147314,1.2237356432421476,1.1998229698053202,1
1,9,7,4,0,12,3110,5.06139952665803,1.4990071213345728,1.0352269516185157,0.40255045694589375,1
2,8,1,1,0,8,59,8.822573716627787,8.497308375469629,3.0448691004880404,6.724787445839313,1
2,2,4,10,0,1,577,5.770562095465592,5.120244393032859,4.657656581208959,8.33793095193751,1
6,9,4,5,1,2,320,5.21182416230239,3.330654445224777,8.661350506258543,9.549440774118024,1
7,7,7,12,1,11,1458,4.6963832085249955,8.90871871309237,8.186358186373829,4.082594861464016,1
5,9,8,11,0,7,3707,8.358610404740375,2.770005091512765,3.404487363291909,0.07830492514664389,1
1,6,1,5,0,0,3747,9.055509435998498,9.525699994780602,3.200863986858694,5.754230845336245,1
1,6,5,4,1,14,3479,8.679182222774058,2.85059338929407,3.0458986396302468,0.19024254448280375,0
3,4,7,5,1,9,2037,7.0619192031825175,6.523148689558692,4.053136064759803,1.1038141280495992,0
2,10,4,10,1,14,922,2.236255713718068,3.0077770107607735,5.483788476055168,3.9202682703809804,2
5,10,4,6,0,14,1409,3.4918297254281105,5.911017984717713,4.948009948284179,5.246064594722126,1
10,2,4,11,1,14,1694,1.414567573137797,7.155776169236272,2.964458789033444,3.3536332947557828,1
6,7,6,4,0,6,568,9.377416674911027,2.712051377381238,2.1740626894925623,6.982383198056494,1
7,5,7,0,0,6,1101,6.947186767218193,5.687972044306113,1.1132003123757586,0.6641974706171423,0
4,6,2,7,1,12,3265,7.717265958819174,5.221537699511071,2.385669147998535,1.7349565228750166,1
7,2,5,3,1,0,3356,3.8041456562400606,1.639336792630071,7.348207331747064,8.343100809065202,0
8,5,4,8,0,8,526,8.610881700496082,8.364770359077726,3.1927471241102463,1.7056902431750127,1
1,10,3,9,1,7,2571,3.3364295533763064,4.021141605785576,5.217416291093588,7.67730241884507,2
6,4,7,11,1,3,2660,1.0147938140120472,6.171239777966916,6.3217103403092025,0.6562154490403866,1
8,9,6,5,0,9,3227,4.3877346626862455,5.63305811439821,8.981568125484465,4.8885873494296845,1
5,6,7,0,1,10,3411,6.136853328631661,5.61934454113398,8.999695885540774,2.1289136414541883,0
4,2,5,2,0,4,2172,5.3083437216897025,1.965001547876387,7.711603603132231,1.315635390422237,0
2,1,6,2,0,1,870,8.758685283189372,4.811338083243995,1.3164129284365127,6.80439340201473,0
6,5,5,9,1,12,279,1.9486475736055024,5.071300832859132,6.175633771768734,11.140029264067461,1
6,9,7,11,0,8,2964,5.98441096570353,7.602785563280037,8.079251237483557,0.6574445750825859,1
1,6,2,11,0,14,3977,5.616814148388167,8.560169487286286,1.1555924028702689,5.058650978616411,1
9,10,5,3,1,11,2669,3.532536839549467,5.904840502900162,5.947161522909204,8.490425252945325,1
6,7,6,5,1,11,2893,8.400053013193094,1.7810465865849143,8.719877312074265,5.552253980253925,1
3,5,6,6,1,5,1892,7.775637902939857,3.131645235368916,5.266918682580402,9.677951353262943,0
4,10,5,9,0,2,3729,7.595732685986479,2.48440624167458,1.036955826077036,2.15574379036958,1
4,6,10,3,0,11,1751,8.885732304426003,2.1215355687021225,1.0991202250204672,11.515130460332886,0
3,5,7,5,1,6,3981,7.505061405593691,4.293093687560268,4.749724336723755,4.621951533270487,0
10,9,10,10,0,8,673,3.086571625432538,3.0645415193894383,2.395078006750791,4.098835595331302,1
3,6,8,0,1,2,1151,7.3500644048472195,2.9647280063036106,6.980055913839336,10.495269534037991,0
3,8,7,7,1,1,2361,3.7693253205085946,1.4922385711864088,7.379193384155386,6.766404382701198,1
4,2,5,6,0,6,331,3.179571853127235,1.159030403158905,2.6009181591456576,6.197332102833858,0
7,9,1,10,1,6,1173,1.657032336096646,1.9249141838480361,8.996799596720365,8.723735034341171,2
4,5,5,10,0,3,2039,7.69625722312909,2.5497773148126974,4.977170604810333,6.9580108593730845,1
9,7,10,8,0,10,1477,7.3990086575483005,4.8788535596338285,2.2856131683273135,1.950187737085384,0
1,10,2,2,1,8,35,3.1104952990668435,5.594682351689602,7.878264382624559,8.090371474379156,1
8,1,5,1,0,13,1708,7.744411150517403,2.26532726356029,8.109770500150955,1.6016265513855417,0
7,10,5,0,1,7,1443,9.260567947841977,4.823050073717677,6.753659253989118,9.670292464008744,1
2,5,2,2,0,12,3093,1.9722606174242134,4.075739580933345,8.681189978822978,11.876839172547252,1
8,10,5,4,0,12,2253,3.0937297454809745,2.6508127914816044,7.636356748276042,4.5286514996973155,1
1,2,4,10,0,0,2686,7.75234714678584,1.061566733335272,8.939851635042915,5.337070778424151,0
9,6,1,1,1,0,2895,3.4705600615637042,5.203160798695675,4.904992436369315,0.5572038657937477,1
9,1,3,11,0,4,1379,6.621975768553451,7.170865743386794,7.7283741528949825,0.16479825699093942,1
2,3,1,2,1,5,439,1.7304780201734307,3.036496007294263,9.997764070861399,11.057032018515931,0
7,5,5,3,0,2,2776,5.069822311931849,2.1862614690701143,7.524380777676573,1.5434887252703047,0
10,4,4,6,0,12,1119,7.651822797936577,8.983384700022658,2.0276540221341897,5.349344970713644,1
3,3,7,12,1,8,2988,7.178625487389272,3.47522295239018,5.664868501862647,9.784255486266737,0
7,10,5,2,1,11,163,8.335648906082262,3.012513578133983,6.286130121187251,10.671825119139834,1
10,5,10,8,1,9,147,8.89706913942852,8.713872456489241,2.567896075642519,6.232772223401612,0
9,8,4,7,1,13,3601,7.958651511328824,8.35396389250085,9.666024707602338,6.780390299711398,1
4,4,2,3,1,14,2341,7.044289686450334,5.035118234721702,2.5802179987115466,8.03620766955927,1
1,1,4,12,0,5,194,1.2855024263442805,5.403149752849971,2.598021277419005,11.536589641724582,1
2,7,2,0,0,3,662,5.814700060684997,2.959738343506198,9.236504241770994,7.2320395313340615,1
1,8,8,0,1,11,479,1.339279524233675,1.7047150343160173,5.18684889809504,6.713703113476155,0
5,3,3,0,0,6,3948,8.272610354044204,6.16088642820095,1.5686945134706458,0.17440962319188813,0
5,6,9,0,0,7,122,3.886520720139618,1.885104294311918,6.383687499446758,0.9713964242682729,0
7,2,4,7,0,8,1423,6.061864367061288,5.043470922609848,6.4164371376974305,6.926059519487955,0
9,7,6,2,1,12,2746,3.5150077658701235,9.464474786617096,1.5805068281790562,11.23488465368644,1
9,8,10,5,0,10,964,8.042501299422643,9.57550950253526,9.752702460702958,10.40029618079274,1
3,6,5,2,0,5,3523,8.978522739777123,3.1539905789262273,5.896269687651181,11.790947075906455,0
3,6,10,10,0,14,2708,4.587782447917576,6.61702078041089,6.038161499617878,6.334008450735288,1
3,5,1,4,1,5,3175,8.766301541598901,5.266686376970719,5.681038730521551,9.455171261253202,1
4,8,9,12,0,7,1778,3.4036750671069917,8.881166148274954,6.49658601680158,10.084803977872085,1
8,1,1,12,0,11,1485,5.811948307679715,3.442877778484479,3.3786977749637943,7.776379887970341,1
6,10,8,6,1,4,3814,8.728852868548335,1.0333216614917515,3.585172131773567,4.064998850574087,1
8,4,9,1,1,13,2014,3.9329320835421133,2.463050853382736,5.602051808165195,5.639741215893533,0
1,4,9,5,0,2,3789,9.586380385702771,4.145705210524582,8.260172692872217,10.295004866922813,0
8,3,1,12,0,11,709,2.0969155160324524,3.8414901679343973,1.4487811884476098,3.5825751117859674,1
4,3,2,5,1,2,2443,1.164475627511556,8.122266272105973,6.430637909982214,11.084917575199782,1
1,4,1,10,1,12,911,9.137218173203715,7.125045995249541,8.261003282556825,2.757676097071981,1
8,1,10,2,1,5,1360,1.6178379953308502,3.6960068765340752,2.4122554483350447,8.994196981881368,0
4,2,2,5,1,1,3052,9.927002763527426,5.119694354495921,1.1352028778250967,7.566710812148861,0
6,9,10,9,1,5,3670,9.562571757811956,1.860031935625017,3.8144196562731225,8.995193293449148,1
8,10,8,9,1,12,3213,2.233188190326886,9.083318003380906,6.293293360566383,5.248170869191138,1
4,2,5,4,1,5,2364,5.838261631233093,9.418823420036807,2.2445485606427296,11.191692750647816,0
3,5,7,11,0,7,1734,2.664282677204299,9.818231818428442,4.83510133875237,7.589666428937729,1
9,9,2,1,1,6,3629,4.853396557271079,8.816975477072539,5.970893476368501,3.4595496546510756,1
3,9,8,8,1,7,1823,1.552826163338494,2.5656479892660298,6.389947852815855,7.661460847825724,1
9,8,6,7,0,13,3598,3.0153212901693056,1.4157683488146595,3.4697054890033763,3.441788966484374,1
2,1,8,2,1,8,1579,4.269455167590095,6.2163705467140655,4.600266723876622,3.5235887011184905,0
2,1,1,7,1,5,3472,4.947827502214493,9.213445241947994,8.005053061608027,4.795182139450414,1
2,9,1,8,0,13,680,9.79746632388004,2.5961622549376857,9.47093224708617,10.229165010829428,2
6,8,7,2,1,2,1333,8.27079081115583,1.0633862316172769,8.756922980064315,6.003574492727903,0
3,10,8,2,0,9,2542,7.636689498807516,8.249464414290198,6.078551515600887,8.146810106762489,1
9,9,3,1,0,2,555,5.833371832677768,1.6911611585806061,4.6926352264955185,4.703612883293556,1
4,7,5,7,0,10,609,8.559979845439091,4.723354287190274,3.9966095293427637,3.1632652776825774,1
1,3,1,9,0,11,3844,4.0539055209014,7.109986034699065,2.1246090947561624,11.455681928594776,1
4,3,7,0,1,0,2156,7.380092014959844,3.131178269105621,1.9589612249450168,7.242974965476751,0
1,2,5,7,0,10,3866,9.944055778403548,1.7556630710205403,7.195218624222919,11.20741606299262,0
5,5,8,6,0,14,371,3.8316601804167894,7.930191056102458,3.3381497455404436,2.4409560263797805,0
4,3,8,6,1,12,2902,7.066157813955706,6.671575763983373,3.2919551778920213,1.762729966955193,0
8,6,9,2,0,14,615,8.598833777371443,9.896414360381243,9.983755490300071,10.269874885486843,0
8,2,7,0,0,4,2815,9.24226825015605,4.098772299879633,2.6913336208641585,8.171006551407018,0
7,3,1,3,0,13,1914,7.461394218460916,1.5558614766117973,2.332537835399467,2.238941991043696,0
3,5,3,8,0,3,2253,3.5524713107542265,7.609150318017662,1.8881670498392855,3.232316407962453,1
1,1,8,4,1,8,846,3.9365393641205184,5.695600769679211,6.218248106501165,9.607967298303734,0
1,1,3,0,0,14,42,1.1868222891156779,2.9188353825022157,6.650774434018913,5.446423439951233,0
